"","country_code3","X","country","country_code2","temp","announce","start","end","enforce","group","country_territory_area","area_covered","who_measure","measure_stage","comments","enforcement","non_compliance_penalty","date_start_cln","date_end_cln","admin_level_cln","enforcement_cln","compliance_cln","targeted_cln","lockdown_flg_v1"
"505","EGY",73,"Egypt","",NA,"","","","","control","Egypt","","Stay-at-home order","phase-out","""Since the last week of April 2020, shopping malls and retail outlets have been allowed to open on weekends until 5 pm, while restaurant customers have been allowed to place takeaway orders in-store."" Indicates that whilst general advice is to remain at home, citizens are allowed to come out of their houses and use local shops .  https://web.archive.org/web/20200613054638/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19","Recommended","Not applicable",2020-06-07,2020-06-11,"national","recommended","not applicable","",FALSE
"506","EGY",73,"Egypt","",NA,"","","","","control","Egypt","","Stay-at-home order","new","two weeks the Government of Egypt will begin enforcing a nighttime curfew from 7:00 p.m. to 6:00 a.m. Anyone who violates the curfew could face a 4000 EGP fine or possible imprisonment.","Required","Up to detention",2020-03-25,2020-05-30,"national","required","up to detention","partial curfew",FALSE
"507","EGY",73,"Egypt","",NA,"","","","","control","Egypt","","Stay-at-home order","modification","Curfew expanded May 24-29 during Eid. Egyptian authorities announced that coronavirus disease (COVID-19) restrictions will be tightened between Sunday, May 24, and Friday, May 29, to coincide with Eid al-Fitr. The current curfew will be expanded to begin at 17:00 until 06:00 (local time).","Required","Not known",2020-05-24,2020-05-30,"national","required","not known","partial curfew",FALSE
"508","ERI",20,"Eritrea","ER",NA,"2020-04-01","2020-04-02","2020-04-23","mandatory","treatment","Eritrea","","Stay-at-home order","extension","Stay at home guidelines issued on april 1st, due to end on April 22nd are to be extended until further notice.

In the circumstances, and in order to guarantee the safety of the people and the country, the Government of Eritrea announces that the Guidelines in place since April1 will remain in force while the spread of COVID-19 will continue to be assessed comprehensively and the resultant accurate information made public at the appropriate time.","Required","Not known",2020-04-22,NA,"national","required","not known","",FALSE
"509","ERI",20,"Eritrea","ER",NA,"2020-04-01","2020-04-02","2020-04-23","mandatory","treatment","Eritrea","","Stay-at-home order","modification","All citizens are compelled to stay at home for the next 21 days except those engaged in indispensable developmental and security tasks. People may only leave their homes for the purpose of buying essential food items during the day (with no more than 2 people going together) and for emergency medical treatment. Citizens in the rural areas engaged in farming and animal husbandry will continue to engage in their vital developmental tasks. Punitive legal measures will be taken on any individual who violates current and previous Government guidelines.","Required","Up to detention",2020-04-02,2020-04-22,"national","required","up to detention","",FALSE
"510","ERI",20,"Eritrea","ER",NA,"2020-04-01","2020-04-02","2020-04-23","mandatory","treatment","Eritrea","","Stay-at-home order","new","The government asks citizens to avoid non-essential movement within the city or village of residences. Source: https://web.archive.org/web/20200605214149/http://www.shabait.com/news/local-news/30342--ministry-of-health-public-guidelines-no-3","Recommended","Not applicable",2020-03-23,2020-04-02,"national","recommended","not applicable","",FALSE
"511","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","modification","Children that were not allowed to leave home are now allowed to accompany their parent (limited to single parents). Adults can go to the bank, to purchase food and to the veterinary one by one. No groups allowed","Required","fines",2020-03-19,2020-03-28,"national","required","fines","",FALSE
"512","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","Galicia","Stay-at-home order","new","The Territorial Plan of Civil Protection of Galicia (Platerga) contains Confinements in safe place","Required","Not known",2020-03-13,NA,"state","required","not known","",FALSE
"513","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","extension","Extension until 26th April: full lock-down (with exemptions)","Required","Not known",2020-04-04,2020-04-13,"national","required","not known","",FALSE
"514","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","extension","non-essential workers to stay at home. The Spanish government has tightened up its national lockdown, ordering all non-essential workers to stay at home for the next two weeks in an effort to halt the spread of the coronavirus and relieve pressure on the country overstretched hospitals. The measure, which comes two weeks after the prime minister, Pedro SaÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¡nchez, declared a state of emergency, was announced hours after Spanish health authorities said the outbreak appeared to be peaking in parts of the country.","Required","Not known",2020-03-28,2020-04-04,"national","required","not known","",FALSE
"515","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","new","Lockdown effective immediately, all Spaniards must stay home except to buy food, medicines, go to work or to the hospital or for emergencies.","Required","Not known",2020-03-14,2020-03-19,"national","required","not known","",FALSE
"516","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","phase-out","Children are allowed to leave their homes again under certain restrictions: children under 14 years old can take controlled walks, accompanied by an adult for one hour a day, during a wide schedule to avoid crowds (between 09:00 a.m. and 09:00 p.m.), to a distance of one kilometer around your home and without access to outdoor recreation areas for children or sports facilities. [https://www.mscbs.gob.es/en/gabinete/notasPrensa.do?id=4879]","Required","Not known",2020-04-23,2020-05-13,"national","required","not known","",FALSE
"517","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","La Rioja","Stay-at-home order","new","Police have been deployed to lock down entire blocks of a neighbourhood in Haro, a small town in northern Spain, after dozens of cases of coronavirus were traced back to a funeral held in the nearby Basque country two weeks ago.","Required","Not known",2020-03-07,NA,"state","required","not known","haro",FALSE
"518","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","modification","Physical activity has been allowed for those over 14 years of age who do not present symptoms of coronavirus or haven't been around anyone with coronavirus. Allowed hours: from 6:00 to 10:00 in the morning. Source:  http://web.archive.org/web/20200523102208/https://www.excelsior.com.mx/global/en-espana-por-fin-se-puede-salir-a-pasear-y-hacer-deporte/1379525","Required","Not known",2020-05-17,2020-05-27,"national","required","not known","partial curfew (6-10am)",FALSE
"519","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","Autonomous regions","Stay-at-home order","new","Autonomous regions may adapt the time slot that children are allowed out by moving it by two hours, though maintaining the duration of the time slot, to adapt to the different locations and climates","Monitored","Not applicable",2020-05-09,2020-06-01,"state","monitored","not applicable","partial curfew",FALSE
"520","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","modification","Big cities are still under strict lockdown. 51% of Spanish people are living under restrictive measures. . Source: https://www.20minutos.es/noticia/4253507/0/ya-estoy-fase-uno-que-tiene-pasar-fase-2-que-podre-hacer/","Required","Not known",2020-05-13,2020-05-17,"national","required","not known","",FALSE
"521","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","Murcia region","Stay-at-home order","new","The regional government decrees the confinement of the municipalities of the coast of the Region of Murcia","Required","Not known",2020-03-13,NA,"state","required","not known","general public",TRUE
"522","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","La Rioja, Haro","Stay-at-home order","new","Mandatory lockdown in Haro region. Police directed to lockdown parts of Haro in northern Spain after dozens of cases traced back to funeral there","Required","Not known",2020-03-07,NA,"state","required","not known","haro",FALSE
"523","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","phase-out","Starting from May 27, the Spanish government lifted the lockdown rules on exercises and walks for regions in Phase 2 and 3 (100% of the country). Restrictions still apply to people over 70 years old, that can practice outdoors activities from 10-12 AM and 7-8 PM.    Sources: https://web.archive.org/web/20200606115508/https://www.spainenglish.com/2020/06/05/lifting-lockdown-spain-full-details-phases/ *** https://web.archive.org/web/20200608180817/https://www.marca.com/otros-deportes/2020/06/08/5eddffc9e2704e61098b45eb.html","Recommended","Not known",2020-05-27,NA,"national","recommended","not known","",FALSE
"524","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","Canarias, La Gomera, El Hierro, La Graciosa and Formentera","Stay-at-home order","phase-out","Physical activity is allowed from 6 to 10 in the morning. From June 1, hours restrictions will be removed for Canarias, La Gomera, El Hierro, La Graciosa and Formentera. Source: https://web.archive.org/web/20200531192423/https://www.20minutos.es/noticia/4275451/0/boe-publica-novedades-fase-desaparecen-todas-franjas-horarias/","Monitored","Not known",2020-06-01,NA,"state","monitored","not known","partial curfew",FALSE
"525","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","extension","Extension until 9th May: full lock-down (with exemptions)","Required","Not known",2020-04-18,2020-04-23,"national","required","not known","",FALSE
"526","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","","Stay-at-home order","phase-out","Some sectors, including construction and manufacturing were allowed to go back to work","Required","Not known",2020-04-13,2020-04-18,"national","required","not known","",FALSE
"527","ESP",21,"Spain","ES",NA,"2020-03-14","2020-03-14","2020-05-09","mandatory","treatment","Spain","Catalonia","Stay-at-home order","new","""The government in Spain's Catalonia region has re-imposed coronavirus controls on an area of 210,000 people after a sharp rise in infections.""    http://web.archive.org/web/20200706031036/https://www.bbc.co.uk/news/world-europe-53291281","Required","Not known",2020-07-04,NA,"state","required","not known","general public",TRUE
"528","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estonia","","Stay-at-home order","new","The special restriction was imposed on students living in dormitories.   https://web.archive.org/save/https://www.kriis.ee/et/tanane-fookusteema","Required","Not applicable",2020-04-17,NA,"national","required","not applicable","students in dorms",FALSE
"529","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estonia","Saaremaa and Muhu","Stay-at-home order","new","additional restrictions in the rural municipalities of Saaremaa and Muhu were put into place that prohibit leaving your house except for essential duties: https://web.archive.org/web/20200411103706/https://www.riigiteataja.ee/en/eli/530032020001/consolide  Failure to duly comply with measures of emergency situation will prompt the application of the administrative coercive measures set out in 28 (2) or (3) of the Law Enforcement Act. According to the Emergency Act, the amount of penalty payment is 2000 euros.","Required","Fines",2020-03-29,2020-03-21,"state","required","fines","curfew",FALSE
"530","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estonia","Saaremaa and Muhu","Stay-at-home order","phase-out","People are again able to move around on the island, not limited by special reasons as before","Not applicable","Not applicable",2020-04-27,NA,"state","not applicable","not applicable","",FALSE
"531","ETH",22,"Ethiopia","ET",NA,"2020-03-31","2020-03-31","2020-04-14","mandatory","treatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","FIN",74,"Finland","",NA,"","","","","control","Finland","","Stay-at-home order","new","16th March announcement that public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places. You can go out but avoid close contact with other people. Going out is allowed as long as the person keeps a distance of at least 1-2 metres from other people. Stay home if symptomatic and you should stay home as much as possible. Healthy children can go play in playgrounds. To reduce the risk of infection, children should wear outdoor gloves and wash their hands immediately after playing. Public-sector employers will instruct public-sector employees to work from home if their duties make it possible to do so. We can and must still go to forest and enjoy the coming spring in our natural environment. However, we may wish to avoid the most popular hiking destinations and give preference for a day trip e.g. to a forest close to our home. Movie theatres are allowed to remain open, but it is recommended that they be closed. They may also show films, but they must not allow more than ten persons to be present at a screening at the same time.  https://web.archive.org/web/20200425113518/https://valtioneuvosto.fi/en/information-on-coronavirus/current-restrictions  https://web.archive.org/web/20200425121730/https://thl.fi/en/web/infectious-diseases/what-s-new/coronavirus-covid-19-latest-updates/frequently-asked-questions-about-coronavirus-covid-19-  https://web.archive.org/web/20200425122428/https://thl.fi/en/web/infectious-diseases/what-s-new/coronavirus-covid-19-latest-updates/instructions-for-citizens-on-coronavirus  https://web.archive.org/web/20200503123029/https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi  https://web.archive.org/web/20200503123330/https://valtioneuvosto.fi/en/information-on-coronavirus/questions-and-answers  https://web.archive.org/web/20200502101629/https://vnk.fi/en/article/-/asset_publisher/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi","Recommended","Not applicable",2020-03-16,NA,"national","recommended","not applicable","",FALSE
"533","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","","Stay-at-home order","new","Fiji will be under a nationwide curfew from 10pm to 5am daily from Mar 30 because Fijians were not taking seriously the advice to restrict movement.","Required","Up to detention",2020-03-30,2020-04-03,"national","required","up to detention","partial curfew",FALSE
"534","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","","Stay-at-home order","modification","Nationwide, the nightime curfew is extended. Previously 10pm to 5am, it will now begin at 8pm.","Required","Up to detention",2020-04-03,2020-05-15,"national","required","up to detention","partial curfew",FALSE
"535","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","","Stay-at-home order","modification","Nationwide curfew changes back to 10pm-5am this evening  http://archive.vn/MIMjg","Required","Not known",2020-04-24,2020-05-15,"national","required","not known","partial curfew",FALSE
"536","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","","Stay-at-home order","extension","Nationwide curfew extended. The health directives related to COVID-19 will remain in Fiji to avoid a second wave of outbreak. According to the prime minister, the nationwide curfew will remain in effect from 10:00 p.m. to 5:00 a.m. every day. Social gatherings must be limited to 20 people or fewer, while gyms, nightclubs, cinemas and swimming pools will remain closed. Contact sports are still not allowed and schools will also remain closed until June 12. The existing quarantine protocols will remain in place, including for Fijians returning overseas to immediately enter 14 days of quarantine in government funded facilities. At the end of the 14-day period, if test negative for the virus, they can complete another 14 days of self-quarantine at home.","Required","Not known",2020-05-15,2020-06-06,"national","required","not known","partial curfew",FALSE
"537","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","","Stay-at-home order","extension","Nighttime curfew (10pm-5am) still in place.    https://web.archive.org/web/20200609100943/https://www.fijitimes.com/call-to-remove-curfew/","Required","Not known",2020-06-06,NA,"national","required","not known","partial curfew",FALSE
"538","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Lautoka","Stay-at-home order","new","The government announced a lockdown in Lautoka for 14 days","Required","Not known",2020-03-19,2020-04-01,"state","required","not known","",FALSE
"539","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Lautoka","Stay-at-home order","extension","Extension of lockdown in Lautoka to April 7","Required","Up to detention",2020-04-01,2020-04-07,"state","required","up to detention","all day",TRUE
"540","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Lautoka","Stay-at-home order","finish","The lockdown of the Greater Lautoka Area (Western division) was lifted on the morning of 7 April.","Required","Not known",2020-04-07,2020-04-07,"state","required","not known","all day",TRUE
"541","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Nabua settlement","Stay-at-home order","extension","Nabua settlement will remain locked down for an additional 14 days","Required","Up to detention",2020-04-16,NA,"state","required","up to detention","",FALSE
"542","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Soasoa settlement","Stay-at-home order","extension","The lockdown of the Soasoa settlement was also being extended another 14 days.","Required","Up to detention",2020-04-16,NA,"state","required","up to detention","",FALSE
"543","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Suva","Stay-at-home order","new","Suva locked down for 2 weeks from April 3. More than 300,000 people will be confined to their homes. The entire urban area within Delainavesi Bridge, Queens Road, Sawani junction, and the Rewa River bridge would be sealed off and manned by police and military checkpoints, with no one allowed in or out. ""If you're in the boundary you're in, if you're out of the boundary you're out,"" said police commission Sitiveni Qiliho. ""I can not make it any clearer, you will not cross.""","Monitored","Arrest/Detention",2020-04-03,2020-04-16,"state","monitored","arrest/detention","",FALSE
"544","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Suva","Stay-at-home order","extension","Suva lockdown to continue until Covid-19 screening targets are met","Required","Not known",2020-04-16,2020-04-17,"state","required","not known","",FALSE
"545","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","Suva","Stay-at-home order","finish","the Suva lockdown is lifting, every other life-saving directive in place will remain in place. The nationwide curfew remains in effect","Required","Not known",2020-04-17,2020-04-17,"state","required","not known","",FALSE
"546","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","","Stay-at-home order","extension","Complete lockdown  http://web.archive.org/web/20200421162501/https://www.theguardian.com/world/2020/apr/19/israel-and-south-korea-to-ease-coronavirus-lockdowns","Required","Not applicable",2020-04-06,2020-04-13,"national","required","not applicable","",FALSE
"547","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","Nice, Alpes Maritimes, Beziers, Montpellier, Arras, Charleville-Mezieres, Perpignan","Stay-at-home order","new","Regional curfew. On 20 March, the Mayor of Nice (Alpes-maritimes, cote d'Azur province) announced a nightly curfew between 23.00 and 05.00 (local time) from 21 March until at least 31 March. The measure does not apply to key workers and those who need to seek medical care. Additional curfews were also announced in other cities. Including Beziers and Montpellier (both Occitanie region), in Arras (Hauts-de-France region) all from 21 March, from 22.00 to 05.00. In Charleville-Mezieres (Grand Est region) from 21 march from 22.00 to 06.00. In Perpignan (Occitanie region) from 21 march from 20.00 to 06.00.","Required","Not applicable",2020-03-20,NA,"state","required","not applicable","partial curfew",FALSE
"548","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","","Stay-at-home order","extension","Extension: partial lock-down until 11th May","Monitored","Fines",2020-04-13,2020-05-11,"national","monitored","fines","",FALSE
"549","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","","Stay-at-home order","new","Prime Minister Adouard Philippe has asked citizens to work from home and to only go outside to buy essential supplies, take light exercise, and vote in this weekends local elections. All non-essential businesses will be closed and although public transport will remain open, Mr Philippe encouraged residents to limit their use, telling them not to travel between towns unless essential.  Archived report: http://web.archive.org/web/20200408102620/https://metro.co.uk/2020/03/14/france-becomes-latest-country-go-lockdown-battle-coronavirus-12398948/?ito=cbshare    Twitter: https://twitter.com/MetroUK | Facebook: https://www.facebook.com/MetroUK/","Recommended","Not applicable",2020-03-14,2020-03-15,"national","recommended","not applicable","",FALSE
"550","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","","Stay-at-home order","phase-out","People who can work from home are recommended to do so. [https://web.archive.org/web/20200520113256/https://www.france24.com/en/20200429-key-points-of-france-s-strategy-for-lifting-its-nationwide-covid-19-lockdown]","Recommended","Not applicable",2020-05-11,NA,"national","recommended","not applicable","home working",FALSE
"551","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","Paris","Stay-at-home order","new","Curfew in Paris. In Paris individuals are prohibited from partaking in any outdoor sport activities in Paris from 10:00 to 19:00","Required","Not applicable",2020-04-08,NA,"state","required","not applicable","partial curfew",FALSE
"552","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","","Stay-at-home order","extension","Extension of the lockdown until April 15 http://web.archive.org/web/20200425104041/https://www.france24.com/en/20200327-french-pm-extends-coronavirus-lockdown-by-two-weeks-until-april-15   https://web.archive.org/save/https://data.humdata.org/dataset/acaps-covid19-government-measures-dataset","Monitored","Fines",2020-03-27,2020-04-06,"national","monitored","fines","",FALSE
"553","FRA",23,"France","FR",NA,"2020-03-16","2020-03-17","2020-05-11","mandatory","treatment","France","","Stay-at-home order","modification","All people requested to remain at home unless for essential purposes starting 17 March to last until 15th April","Monitored","Fines",2020-03-17,2020-03-27,"national","monitored","fines","",FALSE
"554","FSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia, Federated States Of","Yap","Stay-at-home order","new","Yap State Governor Henry Falan announced April 16 a ""Restrictions of Movement of People"" decree that would apply to all Yap State residents between the hours of 7:00 p.m. and 6:00 a.m, Monday through Friday.","Required","Not known",2020-04-16,NA,"state","required","not known","partial curfew",FALSE
"555","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","Libreville","Stay-at-home order","extension","Lockdown extended in Libreville (was meant to end on April 27th).  https://web.archive.org/web/20200622134936/https://www.gabonmediatime.com/covid-19-le-confinement-du-grand-libreville-maintenu-dans-sa-forme-actuelle/","Required","Not known",2020-04-27,NA,"other","required","not known","",FALSE
"556","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","Libreville, Owendo, Akanda, Ntoum, Pointe Denis","Stay-at-home order","new","Lockdown in the capital. Authorities announced the implementation of a 15-day lockdown in the capital Libreville, and the nearby communes of Owendo, Akanda, Ntoum, and Pointe Denis as of Monday, April 13. As such, residents are only permitted to leave their homes for limited reasons, such as obtaining essential goods or seeking healthcare. Those working in industries deemed essential by the government are exempt from the measures.","Required","Not known",2020-04-13,2020-04-28,"state","required","not known","cordon sanitaire",FALSE
"557","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","Libreville, Owendo, Akanda, Ntoum, Pointe Denis","Stay-at-home order","modification","Lockdown replaced with curfew in the Grand Libreville area. On Tuesday, April 28, the Gabonese government eased lockdown measures in the Grand Libreville area, including the communes of Libreville, Owendo, Akanda, Ntoum, and the Pointe-Denis peninsula. The new measures replaced a total lockdown with a curfew between the hours of 17:00 and 07:00. Residents of Grand Libreville are to remain isolated from the rest of Gabon, with fines enforceable for violation of restrictions.","Required","Not known",2020-04-28,NA,"state","required","not known","partial curfew",FALSE
"558","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","","Stay-at-home order","new","Country-wide curfew between the hours of 7:30 p.m. and 6:00 a.m.","Not applicable","Up to detention",2020-03-22,2020-04-14,"national","not applicable","up to detention","partial curfew",FALSE
"559","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","","Stay-at-home order","modification","On Monday 13 April Gabon has extended its lock-down from specific cities to nationwide. https://web.archive.org/save/https://www.africanews.com/2020/04/14/covid-19-gabon-begins-lockdown//","Not applicable","Up to detention",2020-04-14,2020-04-26,"national","not applicable","up to detention","partial curfew",FALSE
"560","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","","Stay-at-home order","extension","National curfew period extended by 15 days.","Not applicable","Up to detention",2020-04-26,2020-05-11,"national","not applicable","up to detention","partial curfew",FALSE
"561","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","","Stay-at-home order","extension","Extended national curfew. Gabon's state of emergency imposed amid the coronavirus disease (COVID-19) pandemic expires at midnight (local time) on Monday, May 11, but the government has confirmed that restrictions put in place to control the spread of COVID-19 will continue after a law was passed by Parliament regarding the government of health disasters. Restrictions on movement, a nationwide curfew from 19:30 to 06:00, and the mandatory wearing of face masks are among the measures that will continue to be imposed.","Required","Up to detention",2020-05-11,2020-06-18,"national","required","up to detention","partial curfew",FALSE
"562","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabon","","Stay-at-home order","extension","Extended national curfew. All parts of the country are subject to a curfew between 6:00 pm and 6:00 am.","Required","Not known",2020-06-18,NA,"national","required","not known","partial curfew",FALSE
"563","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","Scotland","Stay-at-home order","phase-out","People will be allowed to travel  preferably by walking or cycling  for recreation, with a suggested limit of five miles. Sitting and sunbathing in parks will be permitted, as will many outdoor noncontact sports where physical distancing is feasible, including golf, fishing, tennis and bowls.","Not applicable","Not applicable",2020-05-29,NA,"state","not applicable","not applicable","stay at home",TRUE
"564","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","Leicester","Stay-at-home order","new","30th June  Lockdown in Leicester to last until at least 18 July.  people in Leicester are recommended to stay at home as much as they can  https://web.archive.org/web/20200701011033/https://www.gov.uk/government/news/leicestershire-coronavirus-lockdown-areas-and-changes","Recommended","Not known",2020-06-30,NA,"other","recommended","not known","stay at home",TRUE
"565","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","England","Stay-at-home order","phase-out","From today (13 May 2020) people in England can spend more time outdoors and enjoy a wider range of activities for any length of time, subject to social distancing rules. More stringent enforcement measures for non-compliance with the new rules have also come into effect today. Fines have been increased, and will now start at £100, which will be lowered to £50 if paid within 14 days. This will double on each further repeat offence up to £3,200.","Required","Fines",2020-05-13,2020-06-01,"state","required","fines","stay at home",TRUE
"566","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","Wales","Stay-at-home order","new","You should only leave the house for very limited reasons.","Required","Not known",2020-03-23,NA,"state","required","not known","stay at home",TRUE
"567","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","Northern Ireland","Stay-at-home order","new","The powers prohibit anyone from leaving home without a reasonable excuse. Penalties ranging from fixed penalty notices to fines of up to 5,000 are being introduced to enforce the new powers.","Required","Fines",2020-03-23,2020-03-28,"state","required","fines","stay at home",TRUE
"568","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","","Stay-at-home order","new","Nationwide lockdown. Additional measures were announced on 23 March evening by Boris Johnson: these include the lockdown of the country effective immediately, with all movements to be strictly restricted. People in Britain will only be allowed to leave their homes to shop for basic goods, to exercise once a day, to receive care or help a vulnerable person and to travel to essential work. The police will be given the power to enforce strict new government rules about when people can leave their homes","Required","Up to detention",2020-03-23,2020-04-16,"national","required","up to detention","lockdown",TRUE
"569","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","Scotland","Stay-at-home order","new","You should only leave the house for very limited purposes.","Required","Not known",2020-03-23,2020-05-29,"state","required","not known","stay at home",TRUE
"570","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","Northern Ireland","Stay-at-home order","modification","Northern Ireland stay home orders. Northern Ireland: All individuals will be prohibited from leaving their homes ""without a reasonable excuse.""","Required","Not known",2020-03-28,2020-03-28,"state","required","not known","stay at home",TRUE
"571","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","England","Stay-at-home order","phase-out","In England, you can now leave your home to exercise and spend time outdoors for recreation, sports and other activities with your household or support bubble and in groups of up to 6 people from another household or support bubble.","Not applicable","Not applicable",2020-06-01,2020-06-13,"state","not applicable","not applicable","stay at home",TRUE
"572","GBR",24,"United Kingdom","GB",NA,"2020-03-23","2020-03-23","2020-05-09","mandatory","treatment","United Kingdom Of Great Britain And Northern Ireland","","Stay-at-home order","extension","Extension stay home orders. On Thursday, April 16, First Secretary of State Dominic Raab announced that the current lockdown measures in place for the United Kingdom will be extended for at least the next three weeks","Required","Up to detention",2020-04-16,2020-05-10,"national","required","up to detention","lockdown",TRUE
