"","country_code3","X","country","country_code2","temp","announce","start","end","enforce","group","country_territory_area","area_covered","who_measure","measure_stage","comments","enforcement","non_compliance_penalty","date_start_cln","date_end_cln","admin_level_cln","enforcement_cln","compliance_cln","targeted_cln","lockdown_flg_v1"
"865","JPN",80,"Japan","",NA,"","","","","control","Japan","Multiple prefectures","Stay-at-home order","new","Tokyo stay at home recommendation. Several local or prefectural governments, including Tokyo, have requested that residents stay home this weekend and refrain from nonessential outings","Recommended","Not applicable",2020-03-26,NA,"state","recommended","not applicable","",FALSE
"866","JPN",80,"Japan","",NA,"","","","","control","Japan","","Stay-at-home order","modification","All 47 governors now allowed to ask for stay at home. Japan will allow governors of all 47 prefectures to ""strongly request"" that their residents refrain from visiting nightclubs, hostess bars and busy downtown spots in a push to prevent cluster infections of the novel coronavirus, government officials said Saturday.","Recommended","Not applicable",2020-04-11,2020-04-12,"national","recommended","not applicable","state of emergency",TRUE
"867","JPN",80,"Japan","",NA,"","","","","control","Japan","Specified prefectures:Tokyo, Chiba, Kanagawa, Saitama, Osaka, Hyogo, Fukuoka","Stay-at-home order","new","Regional movement restrictions. The state of emergency announced Tuesday applies to only Tokyo, neighboring Chiba, Kanagawa and Saitama, Osaka, and Hyogo in the west and Fukuoka in the south.  Residents are requested to avoid nonessential trips within and outside the designated areas, but there are no restrictions on travel. Japan cannot legally enforce hard lockdowns. Public transportation is operating as normal. STATE OF EMERGENCY UNTIL MAY 6","Recommended","Not applicable",2020-04-08,2020-04-11,"other","recommended","not applicable","",FALSE
"868","JPN",80,"Japan","",NA,"","","","","control","Japan","Tokyo","Stay-at-home order","extension","On Monday, Tokyo Governor asked residents to stay away from bars and music venues, and to cut back on unnecessary travel. https://www.reuters.com/article/us-health-coronavirus-japan-tokyo/tokyo-governor-asks-residents-to-stay-away-from-bars-to-slow-coronavirus-spread-idUSKBN21H1O4","Recommended","Not applicable",2020-03-30,2020-04-07,"state","recommended","not applicable","all residents",TRUE
"869","JPN",80,"Japan","",NA,"","","","","control","Japan","Hokkaido","Stay-at-home order","extension","Hokkaido Stay at home orders. Japan's northernmost main island of Hokkaido issued a further declaration of a state of emergency on Sunday, following one issued previously in late February. Residents asked to stay at home except for essential services.","Recommended","Not applicable",2020-04-12,2020-04-17,"state","recommended","not applicable","",FALSE
"870","KAZ",34,"Kazakhstan","KZ",NA,"2020-06-01","2020-06-05","2020-06-19","mandatory","treatment","Kazakhstan","Nur-Sultan, Almaty","Stay-at-home order","new","Various regions in Kazakhstan adopt stay-at-home measures. In most regions, individuals are restricted from leaving their home with the exception for essential matters (grocery shopping, work). The stringency of restrictions vary across regions. In Nur-Sultan and Almaty documentation is required in order to travel. (http://web.archive.org/web/20200504201958/https://kz.usembassy.gov/covid-19-information/). Those who no follow the stay-at-home order can be fined or imprisoned (US embassy link).","Required","Up to detention",2020-03-19,NA,"state","required","up to detention","stay at home",TRUE
"871","KAZ",34,"Kazakhstan","KZ",NA,"2020-06-01","2020-06-05","2020-06-19","mandatory","treatment","Kazakhstan","Karaganda Region, Aktobe, and Taraz","Stay-at-home order","new","Karagandy Region, Aktobe, and Taraz go into lockdown.  residents banned from leaving their homes except for essentials such as going to work, buying food and medicine and taking out the trash; public busses only to operate at designated tjmes to transport essential workers","Required","Up to detention",2020-04-06,NA,"state","required","up to detention","all day",TRUE
"872","KAZ",34,"Kazakhstan","KZ",NA,"2020-06-01","2020-06-05","2020-06-19","mandatory","treatment","Kazakhstan","Zhambyl","Stay-at-home order","extension","The second stage of mitigation of quarantine measures in the Zhambyl region was announced today at an online briefing in the regional communications service. Zhambyl residents are now allowed to conduct sports and training on the streets.  Link: https://web.archive.org/web/20200522010610/https://www.coronavirus2020.kz/ru/vtoroy-etap-smyagcheniya-karantina-chto-razreshaetsya-zhitelyam-zhambylskoy-oblasti_a3648499","Required","Not known",2020-05-11,NA,"state","required","not known","zhambyl",FALSE
"873","KAZ",34,"Kazakhstan","KZ",NA,"2020-06-01","2020-06-05","2020-06-19","mandatory","treatment","Kazakhstan","Zharkent city","Stay-at-home order","new","Lockdown in Zharkent city. Regional officials imposed quarantine measures in the city ofÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â Zharkent (Almaty region) from midnight (local time) on Thursday, April 30, after the city's first case of the coronavirus disease (COVID-19) was confirmed. Under the measures, residents will only be able to leave their homes once a day for essential purposes, such as shopping for food and for medical reasons. Entry into and exit out of the city is prohibited and additional checkpoints have been established around the city.","Required","Not known",2020-04-30,NA,"state","required","not known","lockdown",TRUE
"874","KAZ",34,"Kazakhstan","KZ",NA,"2020-06-01","2020-06-05","2020-06-19","mandatory","treatment","Kazakhstan","Nur-Sultan, Almaty, Shymkent, Aktau, Karaganda, Shakhtinsk, Saran, Temirtau, Abay, Atyrau, Kostanay, Aktobe, Pavlodar, Mangystau, Kyzylorda, Taraz, North Kazakhstan, East Kazakhstan.","Stay-at-home order","extension","Stay-at-home orders and/or localized curfews, with exceptions for performing essential tasks or traveling to/from employment at an essential business or organization. stringency of measures continue to vary across regions. (http://web.archive.org/web/20200504201958/https://kz.usembassy.gov/covid-19-information/; http://web.archive.org/web/20200510115952/https://www.worldaware.com/covid-19-alert-kazakhstan-extends-state-emergency-all-other-restrictions-through-april-30). Those who do not follow the stay-at-home order may be fined or imprisoned (US embassy link)","Required","Up to detention",2020-04-10,NA,"state","required","up to detention","all day/curfews",TRUE
"875","KAZ",34,"Kazakhstan","KZ",NA,"2020-06-01","2020-06-05","2020-06-19","mandatory","treatment","Kazakhstan","East Kazakhstan region","Stay-at-home order","extension","East Kazakhstan extended quarantine regulations until June 13, the regional administration's press service informs. In accordance with the decree of the chief sanitary doctor of East Kazakhstan region the quarantine restrictions and regulations were prolonged in the region until 00:00 June 13. Notable, bus service within the region remains. People may leave the city of Ust Kamenogorsk from 06:00 p.m. Friday until 09:00 p.m. Sunday for recreational zones. If health situation is stable the hotels, tourist centres, health resorts, children's recreational camps will open their doors only for the nationals of Kazakhstan since June 13 as the borders are still closed.    Link: https://web.archive.org/web/20200601205955/https://www.inform.kz/en/e-kazakhstan-extends-quarantine-until-jun-13_a3655718","Required","Not known",2020-05-29,NA,"state","required","not known","stay at home",TRUE
"876","KAZ",34,"Kazakhstan","KZ",NA,"2020-06-01","2020-06-05","2020-06-19","mandatory","treatment","Kazakhstan","Almaty","Stay-at-home order","phase-out","as part of the easing of the quarantine regime in Almaty, a walk is allowed, but only in the courtyards of the houses of residence according to the registration, including temporary.","Required","Not known",2020-04-27,NA,"state","required","not known","movement",FALSE
"877","KEN",81,"Kenya","",NA,"","","","","control","Kenya","","Stay-at-home order","extension","National Security Council sanctioned the extension of a nationwide dusk-to-dawn curfew for an additional 21 days.","Required","Up to detention",2020-04-25,2020-05-16,"national","required","up to detention","partial curfew",FALSE
"878","KEN",81,"Kenya","",NA,"","","","","control","Kenya","","Stay-at-home order","extension","Extended nationwide curfew by 30 days. The President in a national address on 13 June 2020 announced a raft of restriction renewals aimed at virus containment as cases hit 2,600 same day. A 30-day extension of curfew supposed to last between the hours of 9pm - 4am. The enforcement since imposition months back has been the subject of police brutality and calls for justice for victims who have since been killed. The cessation of movement in and out of Nairobi, Mombasa and Mandera counties also extended for 30 days. Cessation of movement in Eastleigh, Old Town, Kilifi and Kwale ends on 15 June. The public will have to wait another month to know when gatherings will be allowed. The ban was extended for 30 days.","Required","Not known",2020-06-15,2020-06-07,"national","required","not known","partial curfew",FALSE
"879","KEN",81,"Kenya","",NA,"","","","","control","Kenya","","Stay-at-home order","modification","Kenya is instating a curfew from 7pm - 5am for all citizens. Only medical professionals and critical and essential service providers will be exempt from the curfew. Kenyatta also announced a series of tax breaks to assist residents affected by the outbreak.","Required","Arrest/Detention",2020-03-27,2020-04-25,"national","required","arrest/detention","partial curfew",FALSE
"880","KEN",81,"Kenya","",NA,"","","","","control","Kenya","","Stay-at-home order","modification","Effective June 7, nightly curfew hours are revised to 9:00 pm to 4:00 am. Those violating the curfew may be arrested and put in mandatory quarantine for 14 days at their own expense.    https://web.archive.org/web/20200702130440/https://www.osac.gov/Country/Kenya/Content/Detail/Report/eb77c55d-fbca-4670-9c2d-18e154a19666","Required","Up to detention",2020-06-07,NA,"national","required","up to detention","partial curfew",FALSE
"881","KEN",81,"Kenya","",NA,"","","","","control","Kenya","","Stay-at-home order","new","Citizens are being asked to stay indoors unless travel is essential.","Recommended","Not known",2020-03-22,2020-03-27,"national","recommended","not known","",FALSE
"882","KEN",81,"Kenya","",NA,"","","","","control","Kenya","","Stay-at-home order","new","Nationwide curfew extended for a further 30 days as well as  closure of bars","Required","Up to detention",2020-06-06,2020-06-15,"national","required","up to detention","partial curfew",FALSE
"883","KEN",81,"Kenya","",NA,"","","","","control","Kenya","","Stay-at-home order","extension","Kenyan president announced a 21 day extension of the nationwide dusk to dawn curfew. Up til 6th June.","Required","Up to detention",2020-05-16,2020-06-06,"national","required","up to detention","partial curfew",FALSE
"884","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","Bishkek, Osh, andÃƒâ€šÃ‚Â Jalal-Abad","Stay-at-home order","extension","Lockdown extended. On Tuesday, April 14, Kyrgyzstan authorities extended a state of emergency in the cities of Bishkek,ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â Osh, andÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â Jalal-Abad, including the NookatÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â andÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â Kara-Suu districts in Osh, and theÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â Suzak district in Jalal-Abad, until Thursday, April 30,","Required","Not known",2020-04-14,2020-04-28,"state","required","not known","stay at home",TRUE
"885","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","Bishkek, Osh, Jalal-Abad, Naryn and At-Bashy","Stay-at-home order","modification","Regional lockdowns. Kyrgyzstan declared a state of emergency in the cities of Bishek, Osh, and Jalal-Abad, locking them down and advising not to leave their homes except for urgent necessities.""Bishkek, Osh, Jalal-Abad, Naryn and At-Bashy are subject to emergency procedures until 30 April. Other areas may have local restrictions in place. For areas under emergency procedures a curfew is in place between 20:00 and 07:00""; "" If you are going out for any of these reasons you will need to carry id and a written copy of the following information: Full name, Telephone number, Reason for leaving the house, Time of leaving, Expected time of return, Home address / address of residence, Destination address"" State of emergency in main cities (since March 25) prohibits citizens to leave their homes for substantial amount of time and limits travel. https://web.archive.org/web/20200417071736/http://www.president.kg/ru/sobytiya/ukazy/16382_podpisan_ukaz_ovvedenii_chrezvichaynogo_pologheniya_naterritorii_goroda_bishkek","Required","Not known",2020-03-25,2020-04-14,"state","required","not known","partial curfew",FALSE
"886","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","Bishkek,Osh, andÃƒâ€šÃ‚Â Jalal-Abad","Stay-at-home order","extension","Lockdown extended. On Tuesday, April 28, Kyrgyzstan's government announced that it will extend the current state of emergency and lockdown measures in At-Bashi districtÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â and the cities ofÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â Bishkek,ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â Osh, and Jalal-AbadÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â until Sunday, May 10","Required","Not known",2020-04-28,2020-05-11,"state","required","not known","stay at home",TRUE
"887","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","","Stay-at-home order","new","Coronavirus taskforce recommends limiting movement and staying at home if possible ""It is recommended that you stay at home during the quarantine period."" Though the ""quarantine"" period begins on March 16th, the recommendation was given on March 14th and reiterated previous language regarding avoiding crowded places. Since the recommendation to the public was expanded on March 14th, coded as 1G already; https://web.archive.org/web/20200513221600/https://www.gov.kg/ru/post/s/respublikanskiy-shtab-po-nedopushcheniyu-rasprostraneniya-koronavirusa-rekomenduem-ogranichit-poseshchenie-torgovo-razvlekatelnykh-tsentrov-i-drugikh-obshchestvennykh-mest","Recommended","Not known",2020-03-14,2020-03-19,"national","recommended","not known","stay at home",TRUE
"888","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","","Stay-at-home order","extension","Prime Minister Muhammedkaly Abylgaziev: There are no strict restrictions on the movement of citizens. However, it is better to refrain from traveling without special need. https://web.archive.org/web/20200513223209/https://www.gov.kg/ru/post/s/premer-ministr-mukhammedkalyy-abylgaziev-zharandardyn-kyymyly-chn-kirgizilgen-rezhim-katuu-chektlrd-kamtybayt","Recommended","Not known",2020-03-19,2020-03-25,"national","recommended","not known","stay at home",TRUE
"889","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","","Stay-at-home order","modification","The restriction to movement vary across different cities in Kyrgyzstan. However, most public spaces are closed, movement between cities is halted, and people are urged / required to stay home across the country. The restrictions were put in place with the declaration of a state of emergency. ""Restrictions on moving between villages, towns and cities across the rest of Kyrgyzstan remain in place. The authorities have ordered most shops and places of entertainment to close, with only grocery stores, banks and pharmacies remaining open.    Large events have been suspended including family, cultural, sporting, scientific and other commemorative events. Citizens are being encouraged to remain at home as far as possible and limit contact with other people."" https://web.archive.org/web/20200427141324/https://www.gov.uk/foreign-travel-advice/kyrgyzstan/coronavirus","Required","Not known",2020-03-25,2020-03-25,"national","required","not known","inter-city movement, stay at home",TRUE
"890","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","","Stay-at-home order","phase-out","Curfew lifted. Curfew restrictions will be lifted and certain businesses will be allowed to reopen from Monday.","Required","Not applicable",2020-05-11,2020-05-11,"national","required","not applicable","partial curfew",FALSE
"891","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","","Stay-at-home order","phase-out","Some businesses are beginning to reopen. Among these are shoe and watch repair,  assembly and repair of furniture, shopping centres (with the exception of play areas and food courts), clothing markets and shops, livestock markets, SPAs, and hotels.     https://web.archive.org/web/20200526141611/https://www.gov.uk/foreign-travel-advice/kyrgyzstan/staying-during-coronavirus","Recommended","Not applicable",2020-05-21,2020-05-25,"national","recommended","not applicable","businesses",FALSE
"892","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyrgyzstan","","Stay-at-home order","phase-out","Clothing markets, cafes, restaurants, and cultural and educational institutions (theatres, museums, galleries, and libraries) are allowed to reopen from 25 May. In Bishkek, Cafes and restaurants must have less than 50 seats and tables must be 1.5-2m apart. Customers must wear masks.     https://web.archive.org/web/20200526142249/https://kg.akipress.org/news:1620264  https://web.archive.org/web/20200526141611/https://www.gov.uk/foreign-travel-advice/kyrgyzstan/staying-during-coronavirus","Recommended","Not applicable",2020-05-25,NA,"national","recommended","not applicable","entertainments, shops",FALSE
"893","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","extension","Government Adjusts Curfew Hours To Allow For More Physical Activity; the nightly curfew will now start at 8:00 p.m. and end an hour earlier, at 5:00 a.m. the following day.","Monitored","Arrest/Detention",2020-05-09,2020-05-23,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"894","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","extension","Curfew extended. Alternating night/partial/24-hour curfew extended as detailed in the schedule in the regulation. (Goes through June 13) extension of curfew times: It will start at 8:00pm and end at 5:00am the next day Monday to Friday, and it will begin at 7:00pm and end at 5:00am on Saturday and Sunday.","Monitored","Arrest/Detention",2020-05-23,2020-06-13,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"895","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","phase-out","""night curfew"" reduced to from 12:00 midnight of one day until 4:59 a.m. of the following day.","Monitored","Arrest/Detention",2020-06-13,NA,"national","monitored","arrest/detention","partial curfew",FALSE
"896","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","extension","Curfew extended. Alternating night/partial/24-hour curfew extended as detailed in the schedule in the regulation.","Monitored","Arrest/Detention",2020-05-09,2020-05-23,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"897","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","phase-out","Gradual Relaxation Of Restrictions Will Allow For Four Shopping Days, Says Prime Minister Harris","Monitored","Arrest/Detention",2020-04-16,2020-04-18,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"898","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","modification","Curfew extended. The Prime Minister of St. Kitts & Nevis Dr. the Hon. Timothy Harris has announced yesterday, April 15t, 2020, 6:00 a.m. Saturday, April 18, 2020, to 6:00 a.m. Saturday, April 25, 2020, a 24-hour full curfew will be in effect.  no one is permitted to be away from their residence without special exemption as an essential worker or a pass or permission from the Commissioner of Police during full 24-hour curfew.","Monitored","Arrest/Detention",2020-04-18,2020-04-25,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"899","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","modification","Curfew extended. Prime Minister Timothy Harris has announced that a series of curfew measures will be in place from Friday, May 1, until 06:00 (local time) on Saturday, May 9, amid the coronavirus disease (COVID-19) pandemic. A partial curfew will be in place from 19:00 on Thursday, April 30, to 06:00 on Friday; individuals may leave their homes outside of these times to purchase essential items. From Friday night at 19:00 until 06:00 on Tuesday, May 5, a full 24-hour curfew will be in place, during which residents must remain in their homes at all times, except for those with special exemptions as essential workers or with permission from the Commissioner of Police. From May 5, a nightly curfew from 19:00 to 06:00 will be reinstated until the morning of May 9. Restrictions may be extended beyond May 9 depending on the spread of the virus.","Monitored","Arrest/Detention",2020-05-01,2020-05-09,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"900","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","extension","Curfew extended. The Prime Minister ofÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â St. Kitts and Nevis, Dr. the Hon. Timothy Harris, announced that under the State of Emergency put in place on March 28, 2020 and which the Cabinet voted on Friday, April 17, to extend for 6 months, the government will be introducing another round of St. Kitts and Nevis Curfews regulations effective from 6:00 a.m. on Saturday April 25, 2020 through 6:00 a.m. on Saturday, May 9, 2020 to control and combat COVID-19 in the Federation.","Monitored","Arrest/Detention",2020-04-25,2020-05-01,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"901","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","extension","Curfew extended. Alternating night/partial/24-hour curfew extended as detailed in the schedule in the regulation, Thursday, April 9th at 7:01pm up to Thursday, April 16th at 6:00am.. Partial Curfew Days Designed To Assist Persons Conducting Essential Business Only","Monitored","Arrest/Detention",2020-04-09,2020-04-16,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"902","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","modification","Alternating curfew implemented. Alternating night/partial/24-hour curfew implemented as detailed in the schedule in the regulation.  Extended To Thursday, April 09","Monitored","Arrest/Detention",2020-04-03,2020-04-09,"national","monitored","arrest/detention","partial curvew, full curfew at weekend",FALSE
"903","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","modification","those persons permitted to leave their residences during the nationÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢s revised State of Emergency to present proper identification when approached by the police.","Monitored","Arrest/Detention",2020-04-01,2020-04-03,"national","monitored","arrest/detention","full curfew",TRUE
"904","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","modification","Lockdown implemented. A curfew is imposed every day for twenty-four hours except as may be approved by the Commissioner of Police. Those not observing will be 'arrested and charged'  from 7 pm Tuesday 31st March to 6 am Friday 3rd April in the first instance.","Monitored","Arrest/Detention",2020-03-31,2020-04-01,"national","monitored","arrest/detention","full curfew",TRUE
"905","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts And Nevis","","Stay-at-home order","new","Curfew implemented (7pm-5am). All citizens and residents will be subject to a curfew between the hours of 7:00 pm and 5:00 a.m. each day for the next 14 days. Regulations provide for every person to remain confined to their place of residence, inclusive of their yard space, to avoid contact outside of their family, except in stipulated circumstances, for example, essential travel to the doctor, grocery store, bank, credit union, money services, business, pharmacy or to refuel vehicles. except as provided in these Regulations or as may be approved by the Commissioner of Police.","Monitored","Arrest/Detention",2020-03-28,2020-03-31,"national","monitored","arrest/detention","partial curfew",FALSE
"906","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","","Stay-at-home order","modification","All Koreans asked to practice enhanced social distancing for 15 days. Stay at home as much as possible. Cancel all nonessential gatherings.","Recommended","Not known",2020-03-22,2020-04-04,"national","recommended","not known","non-essential",TRUE
"907","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","","Stay-at-home order","extension","Extend enhanced social distancing to April 19, 2020. This includes staying at home as much as possible. Canceling all nonessential gatherings.","Required","Not known",2020-04-04,2020-04-20,"national","required","not known","non-essential",TRUE
"908","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","","Stay-at-home order","new","The public is earnestly requested to stay home and refrain from going out as much as possible for 15 days. Refrain from going out except for buying necessities, visiting a doctor, commuting to/from work.    https://web.archive.org/save/https://www.mohw.go.kr/eng/nw/nw0101vw.jsp?PAR_MENU_ID=1007&MENU_ID=100701&page=1&CONT_SEQ=353716","Recommended","Not known",2020-03-21,2020-03-22,"national","recommended","not known","non-essential",TRUE
"909","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","","Stay-at-home order","phase-out","Following the end (19 April) of the previous Enhanced Social Distancing campaign, KCDC is leading a slightly relaxed form of social distancing campaign until 5 May.","Required","Not applicable",2020-04-20,2020-06-12,"national","required","not applicable","non-essential",TRUE
"910","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","Daegu","Stay-at-home order","new","Recommended stay at home for Daegu area resident for 2 weeks. The ROK government has recommended special quarantine measures to Daegu area residents for the next two weeks.","Recommended","Not known",2020-02-23,NA,"other","recommended","not known","non-essential",TRUE
"911","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","","Stay-at-home order","new","The government recommends that residents of the metropolitan area refrain from going out, meetings, and events that are unnecessary.","Recommended","Not applicable",2020-05-28,NA,"national","recommended","not applicable","",FALSE
"912","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","","Stay-at-home order","extension","Health authorities extended prevention and social distancing measures until daily new infections drop to single digits. https://web.archive.org/web/20200621232057/https://www.pagina12.com.ar/272003-corea-de-sur-extiende-el-distanciamiento-social-en-seul-por-","Recommended","Not known",2020-06-12,NA,"national","recommended","not known","non-essential",TRUE
"913","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republic Of Korea","Seoul","Stay-at-home order","extension","Intense lockdown reinstated in Seoul until 14th of June.    http://web.archive.org/web/20200601131113/https://www.theguardian.com/world/2020/may/28/south-korea-faces-return-to-coronavirus-restrictions-after-spike-in-new-cases    http://web.archive.org/web/20200601131348/https://www.theguardian.com/world/2020/may/29/global-report-philippines-opens-up-despite-record-cases-as-asia-struggles","Required","Not known",2020-05-29,NA,"other","required","not known","lockdown",TRUE
"914","KWT",35,"Kuwait","KW",NA,"2020-05-08","2020-05-10","2020-05-30","mandatory","treatment","Kuwait","Some areas","Stay-at-home order","phase-out","Shorter curfew allows people in certain areas to go out","Required","Not applicable",2020-06-09,NA,"other","required","not applicable","partial curfew, specific areas",FALSE
"915","KWT",35,"Kuwait","KW",NA,"2020-05-08","2020-05-10","2020-05-30","mandatory","treatment","Kuwait","","Stay-at-home order","modification","20-day 24-hour curfew imposed. On Friday, May 8, Kuwaiti authorities announced a 20-day total curfew to curb the spread of the coronavirus disease (COVID-19). The curfew began at 16:00 (local time) on Sunday, May 10, and will remain in place through Saturday, May 30. All private sector activity is suspended with the exception of essential services. Residents will be permitted to leave their homes from 16:30 to 18:30 daily and are obliged to respect social distancing measures, wear masks, and are barred from using any means of transportation. The lockdown was announced following a spike in COVID-19 cases nationwide. Friday, May 8, saw a total of 641 new cases, the country's highest single-day rise since the start of the pandemic.","Required","Not applicable",2020-05-10,2020-05-30,"national","required","not applicable","full curfew",TRUE
"916","KWT",35,"Kuwait","KW",NA,"2020-05-08","2020-05-10","2020-05-30","mandatory","treatment","Kuwait","","Stay-at-home order","modification","National Curfew extended to range from 4pm to 8am","Monitored","Up to detention",2020-04-24,2020-05-10,"national","monitored","up to detention","partial curfew",FALSE
"917","KWT",35,"Kuwait","KW",NA,"2020-05-08","2020-05-10","2020-05-30","mandatory","treatment","Kuwait","","Stay-at-home order","modification","The council of ministers decided today not to extend the total curfew when it expires on May 30. after May 30, the country will return to a partial curfew.","Required","Not applicable",2020-05-30,2020-06-19,"national","required","not applicable","partial curfew",FALSE
"918","KWT",35,"Kuwait","KW",NA,"2020-05-08","2020-05-10","2020-05-30","mandatory","treatment","Kuwait","Kuwait City","Stay-at-home order","extension","Regional lockdown of 2 areas. Kuwait placed a full lockdown on two areas (Jeleeb Al-Shuyoukh and Mahboula) and extended its partial curfew by two hours to run from 5pm (14:00 GMT) till 6am effective on 6 April until further notice. It also extended a previously enacted suspension of work for all ministries and government institutions by two weeks until 26 April as precautionary measure against coronavirus.","Required","Not applicable",2020-04-06,NA,"state","required","not applicable","partial curfew",FALSE
"919","KWT",35,"Kuwait","KW",NA,"2020-05-08","2020-05-10","2020-05-30","mandatory","treatment","Kuwait","","Stay-at-home order","new","Nationwide curfew from 5:00pm until 4:00am; violations fined by 10,000KD and imprisoned for up to three years. Foreign nationals found in violation of the curfew order also risk deportation.","Monitored","Up to detention",2020-03-22,2020-04-06,"national","monitored","up to detention","partial curfew",FALSE
"920","KWT",35,"Kuwait","KW",NA,"2020-05-08","2020-05-10","2020-05-30","mandatory","treatment","Kuwait","","Stay-at-home order","extension","Partial curfew. See: https://web.archive.org/web/20200702171426/https://www.garda.com/crisis24/news-alerts/352171/kuwait-authorities-to-further-ease-covid-19-restrictions-from-june-21-update-20","Required","Not applicable",2020-06-19,NA,"national","required","not applicable","partial curfew",FALSE
