entry_id,policy_id,country,region_scale,region,policy_type,policy_sub_type,policy_measure,policy_scope,target_region_scale,target_region,target_direction,compliance,enforcer,record_type,date_announce,date_start,date_end,date_end_type,event_description,source type,link,created_by,verified_by,verification_notes
,5,China,municipal,Beijing,Businesses,Closing,full closure,theaters,,,,mandatory,municipal_government,new,1/30/2020,1/30/2020,,unknown,Closing the cinema,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200130_1621608.html,Liu Puxi,,
,6,China,municipal,Beijing,Offices,Closing,Partial closure,,,,,mandatory,municipal_government,extension,1/31/2020,1/31/2020,2/10/2020,date_announced,"Qualified enterprises shall arrange employees to finish their work at home through telephone, Internet and other means",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200131_1622070.html,Liu Puxi,,
,7,China,municipal,Beijing,Gatherings,L2 - Public gatherings,Cancellation,,,,,mandatory,municipal_government,new,1/31/2020,1/31/2020,,event_announced,"During the period of the epidemic, public and operational human resource service agencies at all levels in the city suspended the organization of local on-site recruitment activities",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202001/t20200131_1622074.html,Liu Puxi,,
,8,China,municipal,Beijing,Individual,Wearing a mask,Personal caregivers,,,,,mandatory,community,new,2/1/2020,2/1/2020,,unknown,The guard at the entrance and exit of the community should wear masks when working,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200201_1622573.html,Liu Puxi,,
,9,China,municipal,Beijing,Businesses,Adapting,Hygene,restaurants,,,,mandatory,municipal_government,new,2/10/2020,2/10/2020,,unknown,The catering service operators in the whole city should strictly perform the standard operation according to the requirements of the food safety operation specification for catering service,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1666947.html,Liu Puxi,,
,10,China,municipal,Beijing,Domestic travel,Stay at home,All day,,,,,mandatory,police,new,2/10/2020,2/10/2020,,unknown,"Within 14 days before arriving in Beijing, those who leave the high incidence areas or have contact history with people in the high incidence areas shall not go out",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200210_1627106.html,Liu Puxi,,
,10,China,municipal,Beijing,Gatherings,L3 - Private gatherings outside home,Cancellation,,,,,recommended,community,new,2/10/2020,2/10/2020,,unknown,People should reduce going out activities and not participate in parties and group activities,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200210_1627107.html,Liu Puxi,,
,10,China,municipal,Beijing,Gatherings,L2 - Public gatherings,Cancellation,,,,,mandatory,community,new,2/10/2020,2/10/2020,,unknown,"All public places, such as recreational rooms and recreational rooms, which are not necessary for life in the community (Village), shall be closed.",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200210_1627107.html,Liu Puxi,,
,11,China,municipal,Beijing,Offices,Adapting,Hygene,,,,,mandatory,municipal_government,new,2/11/2020,2/11/2020,,unknown,All municipal enterprises should strictly organize disinfection and safety inspection after returning to work.,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200211_1628134.html,Liu Puxi,,
,11,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,mandatory,municipal_government,new,2/11/2020,2/11/2020,,unknown,"If conditions permit, the municipal enterprises should implement the flexible working system and adopt the methods of remote office, wrong time, wrong peak and shift to work.",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200211_1628134.html,Liu Puxi,,
,11,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,mandatory,municipal_government,new,2/11/2020,2/11/2020,,unknown,"If conditions permit, the municipal enterprises should implement the flexible working system and adopt the methods of remote office, wrong time, wrong peak and shift to work.",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200211_1628134.html,Liu Puxi,,
,11,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,mandatory,municipal_government,new,2/11/2020,2/11/2020,,unknown,All municipal enterprises should strictly implement closed management of public places after returning to work,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200211_1628134.html,Liu Puxi,,
,12,China,municipal,Beijing,Businesses,Adapting,Hygene,restaurants,,,,mandatory,municipal_government,new,2/11/2020,2/11/2020,,unknown,Ensure the health of employees in restaurants and canteens. Keep dining environment clean and airy.,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200211_1628149.html,Liu Puxi,,
,12,China,municipal,Beijing,Businesses,Adapting,limiting numbers,restaurants,,,,mandatory,municipal_government,new,2/11/2020,2/11/2020,,unknown,Restaurant attendance should be controlled below 50%,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200211_1628149.html,Liu Puxi,,
,13,China,municipal,Beijing,Individual,Wearing a mask,Healthcare workers,,,,,mandatory,health_ministry,new,1/30/2020,1/30/2020,,unknown,"Medical surgical masks, medical protective masks, goggles, isolation clothing and other protective articles shall be replaced in a timely manner.",Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202001/t20200130_1621783.html,Liu Puxi,,
,13,China,municipal,Beijing,Individual,Performing hand hygene,Healthcare workers,,,,,mandatory,health_ministry,new,1/30/2020,1/30/2020,,unknown,"When using protective equipment correctly, wash hands before wearing gloves, and wash hands with flowing water immediately after removing gloves or isolation clothing.",Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202001/t20200130_1621783.html,Liu Puxi,,
,13,China,municipal,Beijing,Individual,Using other PPE,Healthcare workers,,,,,mandatory,health_ministry,new,1/30/2020,1/30/2020,,unknown,"Strictly implement the requirements of ""medical staff hand hygiene standard""",Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202001/t20200130_1621783.html,Liu Puxi,,
,14,China,municipal,Beijing,Individual,Wearing a mask,Personal caregivers,,,,,mandatory,health_ministry,new,2/2/2020,2/2/2020,,unknown,Personnel should wear disposable medical masks during the whole process of on-site investigation,Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200202_1622819.html,Liu Puxi,,
,14,China,municipal,Beijing,Individual,Performing hand hygene,Personal caregivers,,,,,mandatory,health_ministry,new,2/2/2020,2/2/2020,,unknown,"During on-site investigation, personnel should carry hand sanitizer and disposable gloves if possible",Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200202_1622819.html,Liu Puxi,,
,14,China,municipal,Beijing,Individual,Using other PPE,Personal caregivers,,,,,mandatory,health_ministry,new,2/2/2020,2/2/2020,,unknown,"If the mask is suspected to be contaminated, the removed mask should be sprinkled with 1000mg / L chlorine containing disinfectant solution until it is completely wet",Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200202_1622819.html,Liu Puxi,,
,15,China,municipal,Beijing,Individual,Wearing a mask,General public,,,,,recommended,health_ministry,new,2/2/2020,2/2/2020,,unknown,Guidelines for public wearing masks,Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200202_1622813.html,Liu Puxi,,
,16,China,municipal,Beijing,Businesses,Adapting,Hygene,all_businesses,,,,recommended,health_ministry,new,2/4/2020,2/4/2020,,unknown,Guidelines for epidemic prevention and control in buildings and shopping malls,Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200204_1624545.html,Liu Puxi,,
,17,China,municipal,Beijing,Gatherings,L4 - Private gatherings at home,Restriction,,,,,recommended,health_ministry,new,2/8/2020,2/8/2020,,unknown,Guidelines for prevention and control of residents in the community where the case is located,Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200208_1626729.html,Liu Puxi,,
